File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxContainer_working.cpp,"CContainer::RotateWithAxis(LPLYNXVECTOR3D lpaxis, LYNXREAL ang, LYNXMATHORDER order)",21,14,10,3,2,0,5,12,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxContainer_working.cpp,CContainer::UpdateTransform(),5,3,3,0,1,0,1,3,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxContainer_working.cpp,CContainer::SetPosition(LPLYNXVECTOR3D lpv),9,7,7,0,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxContainer_working.cpp,CContainer::GetPosition(LPLYNXVECTOR3D lpv),4,4,4,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxContainer_working.cpp,CContainer:: Forward(LYNXREAL d),8,6,6,0,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxContainer_working.cpp,CContainer::SideMove(LYNXREAL d),8,6,6,0,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxContainer_working.cpp,CContainer::Up(LYNXREAL d),8,6,6,0,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxContainer_working.cpp,"CContainer::MulMatrix(const LYNXMATRIX& m, LYNXMATHORDER order)",15,13,9,3,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxContainer_working.cpp,CContainer::GetTypeStr(TYPE t),53,42,28,27,11,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxContainer_working.cpp,CContainer::AddToCurrentMaterialRenderList(),7,7,4,2,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxContainer_working.cpp,CContainer::SetCurrentMaterialType(MATERIALTYPE i),8,7,4,2,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxContainer_working.cpp,"CContainer::vSetCurrentFrame(int id, LYNXBOOL bforcereset)",2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxContainer_working.cpp,"CContainer::vSetCurrentFrame(char *name, LYNXBOOL bforcereset)",2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxGeometryContainer.cpp,CGeometryContainer::CGeometryContainer(),6,6,6,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxGeometryContainer.cpp,CGeometryContainer::CGeometryContainer(CEngine *lpengine),6,6,6,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxGeometryContainer.cpp,CGeometryContainer::~CGeometryContainer(void),12,12,10,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxGeometryContainer.cpp,CGeometryContainer::vInstance(CContainer& rhs),10,10,10,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxGeometryContainer.cpp,CGeometryContainer::vSetNumLODs(int lod),19,17,15,1,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxGeometryContainer.cpp,CGeometryContainer::SetupBuffers(void),85,72,52,10,9,0,4,14,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxGeometryContainer.cpp,CGeometryContainer::TempSetupMaterial(),115,96,94,1,17,2,2,8,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxGeometryContainer.cpp,CGeometryContainer::SetupRNRPlane(void),7,7,7,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxGeometryContainer.cpp,CGeometryContainer::vRender(CCameraContainer* cam),18,15,11,2,3,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxGeometryContainer.cpp,"CGeometryContainer::vRender(MaterialSystem::CPass* pass, CCameraContainer* cam)",14,11,9,1,3,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,CMeshContainer::CMeshContainer(),17,15,15,0,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,CMeshContainer::CMeshContainer(CEngine *lpengine),17,15,15,0,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,CMeshContainer::~CMeshContainer(),25,23,21,1,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,CMeshContainer::operator =(const CMeshContainer& rhs),19,17,15,2,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,CMeshContainer::vInstance(CContainer& rhs),10,10,10,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,CMeshContainer::vSetNumLODs(int lod),23,22,20,1,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,CMeshContainer::GetVertexRelatedBoneConstantIndex(int bi),11,10,6,4,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,CMeshContainer::SetupBlendVertex(int LOD),66,54,44,5,10,1,2,18,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,CMeshContainer::SetupRigidVertex(int LOD),18,15,13,1,2,0,1,3,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,CMeshContainer::SetupMaterial(MaterialSystem::CMaterial* lpm),489,356,352,3,94,0,39,45,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,CMeshContainer::Setup(int LOD),160,40,30,7,11,0,109,229,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,CMeshContainer::vRender(CCameraContainer* cam),172,13,10,2,18,0,141,285,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,CMeshContainer::SetShaderConstant(GraphicsSystem::CShader* lps),8,8,6,1,0,1,0,5,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshContainer.cpp,"CMeshContainer::vLighting(CCameraContainer* cam, SceneSystem::CLight* lit)",92,71,49,12,8,1,13,21,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshlContainer.cpp,CMeshContainer::CMeshContainer(),11,11,9,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshlContainer.cpp,CMeshContainer::CMeshContainer(CEngine *lpengine),11,11,9,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshlContainer.cpp,CMeshContainer::operator =(CMeshContainer& m),4,3,3,1,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxMeshlContainer.cpp,CMeshContainer::vRender(void),22,18,14,2,3,0,1,1,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::CModelContainer(),13,11,9,0,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::CModelContainer(CEngine *lpengine),13,11,9,0,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::~CModelContainer(void),16,7,7,0,3,0,6,26,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::vCreateMeshContainer(),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::vCreateBoneContainer(),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::operator =(const CModelContainer& rhs),31,2,2,1,4,0,25,48,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::vInstance(CContainer& rhs),58,53,37,11,5,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::GetlpMesh(const CString& name),8,6,5,3,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::GetlpBone(const CString& name),8,6,5,3,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::GetlpContainer(const CString& name),11,11,7,5,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::vSetNumLODs(int lod),4,4,3,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::Setup(),9,9,5,3,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,"CModelContainer::LoadM(const LYNXCHAR *filename, LPLYNXFILE lpf, long offset, LYNXBOOL bbo)",566,2,2,1,33,0,531,1423,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::CorrectWeightValue(CBoneContainer::WEIGHTDATA& w),18,17,11,3,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,"CModelContainer::LoadMBS(const LYNXCHAR *filename, LPLYNXFILE lpf, long offset, LYNXBOOL bbo)",552,444,343,55,51,0,57,148,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::vCreateDefaultResource(),8,8,8,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::vCreate(const CCreationDesc* desc),50,37,20,8,3,0,10,22,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::vAfterLoad(),73,1,1,0,0,0,72,132,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::vLoadAnimation(const CCreationDesc* desc),129,107,78,17,8,0,14,57,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::UpdateVertices(void),72,1,1,0,5,0,66,172,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::vPlay(CReal step),40,31,22,4,3,0,6,38,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxModelContainer.cpp,CModelContainer::vRender(CCameraContainer* cam),6,5,3,2,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxParticle.cpp,CParticle::CParticle(),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxParticle.cpp,CParticle::CParticle(CPEmitterContainer* ppe),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxParticle.cpp,CParticle::~CParticle(),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxParticle.cpp,"CParticle::vCreate(CContainer::TYPE type, const CCreationDesc* desc)",16,12,11,3,3,0,1,1,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxParticle.cpp,"CParticle::Init(CVector3& pos, CVector3& vel, CReal r, LYNXCOLORRGBA& c)",11,10,10,0,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxParticle.cpp,CParticle::vBehave(LYNXREAL step),21,19,19,0,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,CPEmitterContainer::InitMembers(),19,17,12,0,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,CPEmitterContainer::CPEmitterContainer(),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,CPEmitterContainer::CPEmitterContainer(CEngine* lpengine),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,CPEmitterContainer::~CPEmitterContainer(),17,16,9,5,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,CPEmitterContainer::operator =(const CPEmitterContainer& rhs),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,CPEmitterContainer::vCreate(const CCreationDesc* desc),95,60,53,6,10,0,25,41,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,CPEmitterContainer::vCreateDefaultResource(),28,23,24,0,5,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,"CPEmitterContainer::CreateParticle(CVector3& vel, CReal r)",55,41,31,7,6,0,8,18,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,CPEmitterContainer::DeleteParticle(CParticle* p),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,CPEmitterContainer::CalculateParticlesDist(CVector3& v),6,6,4,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,CPEmitterContainer::SortParticles(),3,2,2,0,0,0,1,3,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,CPEmitterContainer::vPlay(CReal step),85,50,35,9,11,1,24,64,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,CPEmitterContainer::UpdateParticles(),29,28,17,5,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPEmitterContainer.cpp,CPEmitterContainer::vRender(CCameraContainer* cam),26,24,14,4,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPointSpriteContainer.cpp,CPointSpriteContainer::CPointSpriteContainer(),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPointSpriteContainer.cpp,CPointSpriteContainer::CPointSpriteContainer(CEngine *lpengine),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPointSpriteContainer.cpp,CPointSpriteContainer::~CPointSpriteContainer(void),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPointSpriteContainer.cpp,"CPointSpriteContainer::vLoad(const LYNXCHAR *name, LPLYNXFILE lpf, long offset, LYNXBOOL bbo)",39,33,32,1,6,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPointSpriteContainer.cpp,"CPointSpriteContainer::vLoad(int num, int length, const LYNXCHAR *name, const LYNXCHAR *ext, LPLYNXFILE lpf, long offset, LYNXBOOL bbo)",39,2,2,1,1,0,36,139,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPointSpriteContainer.cpp,CPointSpriteContainer::vPlay(CReal step),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPointSpriteContainer.cpp,"CPointSpriteContainer::SetSize(CReal w, CReal h)",10,1,1,0,0,0,9,39,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPointSpriteContainer.cpp,CPointSpriteContainer::vRender(CCameraContainer* cam),18,1,1,0,1,0,16,47,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPortalContainer.cpp,CPortalContainer::CPortalContainer(),4,4,4,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPortalContainer.cpp,CPortalContainer::CPortalContainer(CEngine *lpengine),4,4,4,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPortalContainer.cpp,CPortalContainer::~CPortalContainer(void),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPortalContainer.cpp,CPortalContainer::vInstance(CContainer& rhs),5,5,5,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPortalContainer.cpp,CPortalContainer::Setup(void),57,2,2,1,1,0,54,135,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxPortalContainer.cpp,CPortalContainer::vRender(CCameraContainer* cam),281,1,1,0,0,0,280,609,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxReferenceContainer.cpp,CReferenceContainer::CReferenceContainer(),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxReferenceContainer.cpp,CReferenceContainer::CReferenceContainer(CEngine *lpengine),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxReferenceContainer.cpp,CReferenceContainer::~CReferenceContainer(void),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxReferenceContainer.cpp,CReferenceContainer::vRelease(void),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\lynxskydomecontainer.cpp,CSkyDomeContainer::UpdateParam(),99,52,47,2,11,2,36,156,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\lynxskydomecontainer.cpp,CSkyDomeContainer::InitMembers(),60,38,29,0,7,0,15,45,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\lynxskydomecontainer.cpp,CSkyDomeContainer::CSkyDomeContainer(),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\lynxskydomecontainer.cpp,CSkyDomeContainer::CSkyDomeContainer(CEngine *lpengine),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\lynxskydomecontainer.cpp,CSkyDomeContainer::~CSkyDomeContainer(void),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\lynxskydomecontainer.cpp,CSkyDomeContainer::vSetNumLODs(int lod),10,10,8,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\lynxskydomecontainer.cpp,"CSkyDomeContainer::Setup(CReal radius, int slices, int sides, LYNXBOOL exponential)",76,54,44,6,11,1,11,27,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\lynxskydomecontainer.cpp,CSkyDomeContainer::vCreate(const CCreationDesc* desc),127,97,91,4,24,3,6,25,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\lynxskydomecontainer.cpp,CSkyDomeContainer::UpdateSkyLightMap(),30,20,17,3,6,0,4,11,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\lynxskydomecontainer.cpp,CSkyDomeContainer::vPlay(CReal step),50,18,16,2,14,0,18,30,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\lynxskydomecontainer.cpp,CSkyDomeContainer::vRender(CCameraContainer* cam),65,26,22,2,11,0,28,67,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSkyLightMap.cpp,CSkyLightMap::CSkyLightMap(void),2,1,1,0,0,0,1,3,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSkyLightMap.cpp,CSkyLightMap::CSkyLightMap(GraphicsSystem::CGraphicsSystem *pgs),2,1,1,0,0,0,1,3,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSkyLightMap.cpp,CSkyLightMap::~CSkyLightMap(void),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSkyLightMap.cpp,"CSkyLightMap::Create(int mipmaplevel, const LYNXCHAR *name, int w, int h, GraphicsSystem::CRenderer::FORMAT format)",29,23,19,6,6,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dClusterContainer.cpp,CSprite3DClusterContainer::CSprite3DClusterContainer(),8,8,8,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dClusterContainer.cpp,CSprite3DClusterContainer::CSprite3DClusterContainer(CEngine *lpengine),8,8,8,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dClusterContainer.cpp,CSprite3DClusterContainer::~CSprite3DClusterContainer(void),7,7,4,3,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dClusterContainer.cpp,CSprite3DClusterContainer::operator =(const CSprite3DClusterContainer& rhs),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dClusterContainer.cpp,CSprite3DClusterContainer::vCreate(const CCreationDesc* desc),184,164,150,8,20,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dClusterContainer.cpp,"CSprite3DClusterContainer::SetPosition(int index, CVector3& pos)",4,4,4,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dClusterContainer.cpp,"CSprite3DClusterContainer::SetSize(int index, CReal w, CReal h)",3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dClusterContainer.cpp,"CSprite3DClusterContainer::SetColor(int index, LPLYNXCOLORRGBA lpc)",5,5,5,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dClusterContainer.cpp,"CSprite3DClusterContainer::SetUV(int index, LPLYNXUVPOINT lpuv)",13,13,9,2,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dClusterContainer.cpp,CSprite3DClusterContainer::vPlay(CReal step),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dClusterContainer.cpp,CSprite3DClusterContainer::vRender(CCameraContainer* cam),52,43,37,3,9,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dContainer.cpp,CSprite3DContainer::CSprite3DContainer(),5,5,5,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dContainer.cpp,CSprite3DContainer::CSprite3DContainer(CEngine *lpengine),5,5,5,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dContainer.cpp,CSprite3DContainer::~CSprite3DContainer(void),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dContainer.cpp,CSprite3DContainer::operator =(const CSprite3DContainer& rhs),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dContainer.cpp,CSprite3DContainer::vCreate(const CCreationDesc* desc),84,74,68,3,10,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dContainer.cpp,CSprite3DContainer::vPlay(CReal step),5,4,3,2,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dContainer.cpp,"CSprite3DContainer::vSetSize(LYNXREAL w, LYNXREAL h)",14,12,12,0,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dContainer.cpp,CSprite3DContainer::SetColor(LPLYNXCOLORRGBA lpc),9,8,8,0,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSprite3dContainer.cpp,CSprite3DContainer::vRender(CCameraContainer* cam),44,35,25,6,5,0,4,11,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteContainer.cpp,CSpriteContainer::CSpriteContainer(),4,4,4,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteContainer.cpp,CSpriteContainer::CSpriteContainer(CEngine *lpengine),4,4,4,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteContainer.cpp,CSpriteContainer::~CSpriteContainer(void),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteContainer.cpp,CSpriteContainer::vCreate(const CCreationDesc* desc),62,38,34,2,10,0,14,88,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteContainer.cpp,CSpriteContainer::vPlay(CReal step),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteContainer.cpp,"CSpriteContainer::SetSize(CReal w, CReal h)",10,10,10,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteContainer.cpp,CSpriteContainer::SetAlignType(const WORD at),29,28,16,2,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteContainer.cpp,CSpriteContainer::vRender(CCameraContainer* cam),29,1,1,0,0,0,28,65,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteGrassContainer.cpp,CSpriteGrassContainer::CreateVertexLayout(void),9,8,6,1,1,2,0,5,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteGrassContainer.cpp,CSpriteGrassContainer::CSpriteGrassContainer(),12,10,10,0,0,0,2,6,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteGrassContainer.cpp,CSpriteGrassContainer::CSpriteGrassContainer(CEngine *lpengine),14,11,11,0,1,0,2,6,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteGrassContainer.cpp,CSpriteGrassContainer::~CSpriteGrassContainer(void),24,9,5,4,2,0,13,24,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteGrassContainer.cpp,CSpriteGrassContainer::operator =(const CSpriteGrassContainer& rhs),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteGrassContainer.cpp,CSpriteGrassContainer::vCreate(const CCreationDesc* desc),198,169,155,8,23,0,6,24,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteGrassContainer.cpp,"CSpriteGrassContainer::SetPosition(int index, CVector3& pos)",4,4,4,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteGrassContainer.cpp,"CSpriteGrassContainer::SetNormal(int index, CVector3& n)",4,4,4,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteGrassContainer.cpp,"CSpriteGrassContainer::SetSize(int index, CReal w, CReal h)",6,3,3,0,1,0,2,6,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteGrassContainer.cpp,"CSpriteGrassContainer::SetRotDeg(int index, CReal deg)",2,1,1,0,0,0,1,3,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteGrassContainer.cpp,"CSpriteGrassContainer::SetUV(int index, LPLYNXUVPOINT lpuv)",13,13,9,2,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteGrassContainer.cpp,CSpriteGrassContainer::vPlay(CReal step),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\Container\LynxSpriteGrassContainer.cpp,CSpriteGrassContainer::ComputeVis(CCameraContainer* cam),29,23,19,2,4,0,2,6,
