Word,Count
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::AMBIENT_LIGHTING),4
--------------------------------------,4
-dv.s.y,4
\CContainer::SPRITE3D_CLUSTER,\,4
m_lpMeshArray[i]->m_Primitives[CurrentLOD][j].BaseIndex,4
\lpMat->SetTechnique(MaterialSystem::CMaterial::POINT_LIGHTING,\,4
\lpv[lpf[m_BaseTriangle+i].lpv[1]],\,4
last,4
DestroyWindow(hWnd);,4
Take,4
//glDisable(GL_LIGHTING);,4
\"\°O¾ÐÅé¥¼§¹¥þÄÀ©ñ"\,\,4
Color[2],4
\3,\,4
\%d,\,4
\"\Äµ§i"\,\,4
Uplaod,4
\short),\,4
(Keys,4
20.0f;,4
LPLYNXVECTOR3D,4
(lynxGetUseZipFile()),4
m_lpEngine->GetResourceManager().GetObjectList();,4
back,4
Rad,4
<CurrentLightingPassTarget>,4
Color2.Green,4
\"\gbGlow"\,\,4
visible,4
TransM,4
near,4
m_Visibility,4
m_lpCurrentMaterial->GetlpMaterialSystem()->GetlpCurrentLight()->m_Color.Green/255.0f;,4
here.,4
\{12,\,4
Bottom,4
G-Buffers(),4
sizeof(LYNXMATRIX));,4
specified,4
should,3
lynxUnlockIndexArray(&m_IndexArray);,3
LYNX_REAL(0),3
\lynxSetPixelShaderConstantTableI(lynxGetCurrentPixelShader(),\,3
LPLYNXRENDERVERTEX,3
\3/*SERVER_EVENT*/,\,3
\LYNX_VECTOR3D_MUL(dn,\,3
0.001f),3
m_lpCurrentMaterial->GetlpMaterialSystem()->GetlpCurrentLight()->m_ShadowFilterType);,3
m_lpCurrentMaterial->m_Diffuse.s.Green/255.0f;,3
\&TM,\,3
WM_ACTIVATEAPP:,3
failed,3
component,3
unreleased,3
m_WaveSpeed,3
\"\gShadowFilterType"\,\,3
Switch,3
LYNX_GraphicsSystem::CRenderer::CULL_NONE;,3
m_VertexList[i][j].Binormal.s.y;,3
LYNX_GraphicsSystem::CRenderer::CULL_CCW;,3
Len;,3
\m_lpSceneSystem->GetlpEngine()->GetlpPhysicsSystem()->GetlpPhysicsWorld(0)->GetlpRootSpace()->vCreateGeometry(LynxEngine::PhysicsSystem::CPhysicsGeometry::SPHERE,\,3
j,3
CContainer::SPRITE3D_CLUSTER;,3
\_T("\../texture/static/grass/grass5.tga"\);\,3
200.0;,3
clip,3
m_ModelType,3
\LYNX_REAL_ROUND_INT(LYNX_REAL_MUL(fG,\,3
degree,3
..,3
MName);,3
CDesc.m_ParticleType,3
//},3
free,3
lpSO,3
level,3
TN.s.x;,3
procedure,3
lpv),3
(m_lpCurrentMaterial->GetlpMaterialSystem()->GetlpCurrentLight()->m_ShadowFilterType,3
\released!!!\r\n"\)));\,3
desired,3
\MessageBox(lpsdk->Renderer.SystemData.MainWindow,\,3
\lpp,\,3
Src,3
(m_CurrentMaterialTechnique),3
compute,3
\index,\,3
------------------------------------------------------------------------------------------------------,3
m_FogPlane[1],3
WM_GRAPHNOTIFY:,3
(m_ShadowFilterType,3
\_T("\_ZPASS"\));\,3
T>,3
-30.0;,3
-60.0;,3
program,3
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::SIMPLE).GetPass(0).m_TextureAnimationArray[0]->Create(1);,3
created,3
m_EndTime;,3
\((!lynxStriCmp(lpExt,\,3
lpp->Normal.s.x;,3
1.0f/(lynxGetTextureHeight(m_lpCurrentMaterial->GetlpMaterialSystem()->GetlpCurrentLight()->GetShadowMap().GetCurrent()));,3
m_FogConstant[2],3
false,3
i<3;,3
WNDCLASS,3
varience,3
i<m_NumMaterials;,3
sizeof(Math::CMatrix4));,3
<class,3
already,3
m_VertexList[i][j].Binormal.s.z;,3
0.1f;,3
MaterialSystem::CMaterial::WIREFRAME:,3
0));,3
\m_lpGraphicsSystem->GetlpScreenOutputDevice()->Append(10+4*5,\,3
app...,3
application**,3
m_VertexList[i][j].Binormal.s.x;,3
m_FogPlane[3],3
\LYNX_VST_NORMAL,\,3
\Name,\,3
post,3
//if,3
TexelGrad[1],3
lpXMLDoc;,3
TN.s.z;,3
m_StaticObjArray[i]->GetlpContainer());,3
V;,3
attach,3
lpMat->SetVertexLayout(GraphicsSystem::gSpriteVertexLayout);,3
checking,3
lpI[i*6+4],3
m_lpMeshArray[i]->m_Primitives[CurrentLOD].resize(NumPrimitives);,3
&m_M);,3
set,3
\lynxCreateVertexArray(&m_VertexArray[LOD],\,3
Entry,3
lpp->Normal.s.y;,3
sure,3
m_M;,3
\(strcmp(Mark,\,3
m_lpMeshArray.resize(Num);,3
glpGameSystem->vReleaseGame();,3
(Technique.GetPass(p).m_CullMode),3
\ext,\,3
\lynxLockVertexArray(&m_VertexArray[LOD],\,3
\m_LightArray[0]->SetParent(m_DynamicObjArray[0],\,3
m_FogPlane[0],3
4];,3
creates,3
bforcereset),3
\lpR->GetCachedPixelShader()->vSetConstantF("\gOutputColor"\,\,3
\TexelGrad,\,3
\(!lynxStriCmp(lpExt,\,3
\INC_COUNTER(m_SetShaderCounter,\,3
-1.0f;,3
\sizeof(LYNXBOOL),\,3
\CVector3(0,\,3
\"\../texture/white.tga"\,\,3
Dir;,3
RootIndex,3
\(!SetTimer(glpGameSystem->hWndMain,\,3
lpI[i*6+5],3
Blend,3
glpGameSystem->MouseData.CurrentPos.x,3
force,3
viewport,3
GraphicsSystem::CRenderer::TF_LINEAR;,3
\"\white.tga"\,\,3
LynxEngine::CContainer::TERRAIN),3
\"\rock.tga"\);\,3
\m_NumVertices[LOD],\,3
lpPhxObj->vCreate();,3
\lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::SIMPLE).GetPass(0).m_TextureAnimationArray[0]->LoadTexture(0,\,3
\m_lpGraphicsSystem->SetMapAsRenderBuffer(NULL,\,3
\sizeof(LYNXFLOATKEY),\,3
InitClass(),3
lpMat;,3
lpfog2),3
lpI[i*6+3],3
\640,\,3
NULL)),3
m_lpCurrentMaterial->m_Diffuse.s.Alpha/255.0f;,3
m_FogPlane[2],3
CVector3,3
CS3DCDesc;,3
\m_Keys[Key].m_Values.getData(),\,3
LYNXINT,3
&ShadowColor);,3
\glpGameSystem->OnActivate(wParam,lParam);\,3
m_FogConstant[1],3
\"\builtin/common/lynxMaterialSystem::CMaterialSystem::DIFFUSEMAP.pso"\,\,3
\_T("\_SHADOWMAP"\));\,3
m_StartTime),3
TM.m[3][1],3
i*4+3;,3
Windows,3
GraphicsSystem::CRenderer::CF_MODULATE;,3
lynxSetHardwareCullMode(LYNX_CULL_NONE);,3
CMatrix4,3
HIWORD(lParam);,3
m_DynamicObjArray[0]->GetlpContainer()->m_bReceiveShadow,3
ErrorExit:,3
\10)))+CString(_T("\\r\n"\)));\,3
\lynxLockIndexArray(&m_IndexArray,\,3
\m_NumVertices,\,3
\TN,\,3
(m_LightArray[0]),3
\155,\,3
\Location.c_str(),\,3
m=0;,3
lpfog2->End/(lpfog2->End,3
-lpp->Distance;,3
(m_lpEngine,3
lpElem->NextSiblingElement()),3
w,3
CDesc.m_ParticleDesc,3
R;,3
\SetTimer(gWindow,\,3
m_lpSceneSystem->GetlpEngine()->GetlpPhysicsSystem()->GetlpPhysicsWorld(0)->SetFastStep(LYNX_TRUE);,3
IF,3
\m_FogPlane,\,3
\dv,dn;\,3
lpf;,3
\lpfog1,\,3
\LYNX_READ_FILE(&wIndex,\,3
ilynxKeyTimeCompare);,3
*str),3
CULL_CW;,3
\Tech->GetPass(0).m_TextureAnimationArray[0]->SetTexture(0,\,3
\m_DynamicObjArray[0]->SetlpChild(0,\,3
m_lpMaterials.resize(Num);,3
\PM,\,3
which,3
TiXmlElement,3
built-in,3
m_SubContainerArray[i],3
Dummy,3
\LYNX_REAL_ROUND_INT(LYNX_REAL_MUL(fB,\,3
TM.m[3][0],3
CurrentLOD,3
\0L,\,3
\MakeTraverseArray(m_lpTraverseArray,\,3
but,3
\"\))+CString(_T(itoa(count,\,3
lynxUnlockVertexArray(&m_VertexArray[LOD]);,3
\"\builtin/scn/model_pointlight.pso"\);\,3
*)m_lpEngine)->GetlpMaterialSystem()->AddMaterial(m_lpMaterials[i]);,3
\_T("\builtin/common/lynxDiffuseMap.pso"\));\,3
also,3
LYNX_REAL(1));,3
\"\gShadowmapTexelGrad"\,\,3
glpGameSystem->MouseData.CurrentPos.y,3
\LYNX_VECTOR3D_SUB(TV,\,3
lynxSetHardwareCullMode(LYNX_CULL_CCW);,3
wIndex);,3
4.0f);,3
\GetlpKernel()->GetPluginManager().LoadPlugins(GetlpKernel(),\,3
6,3
m_AlignOffset.s.y;,3
2006/11/20,3
initialization,3
m_Keys.size()-1),3
lpGeo->m_IlluminatingIntensity,3
\"\builtin/model/lynxM.vso"\,\,3
m_lpWeightList[m_CurrentLOD][i].lpWeight[j]);,3
Show,3
LYNXFILE,3
lpGeo,3
\lynxSetTexture(MaterialSystem::CTechnique::SHADOWMAP_CHANNEL,\,3
++m),3
seek,3
lpfog1->End/(lpfog1->End,3
(m_lpRenObj->m_bReceiveShadow),3
(LynxEngine::CGameObj::*)(void)>,3
HandleGraphEvent();,3
<GlowMap>,3
SetIcon(wxIcon(sample_xpm));,3
between,3
155;,3
m_DynamicObjArray[0]->SetNumChildren(1);,3
(((rand()%100)/100.0f)-0.5f);,3
template,3
7,3
TableObj,3
f;,3
\<"\))+CString(_T("\>\,3
\lpanikey->lpKeys,\,3
\lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).SetPass(0,\,3
WinMain,3
below,3
glpGameSystem->Pause(TRUE);,3
m_lpCurrentMaterial->GetlpMaterialSystem()->GetlpCurrentLight()->m_ShadowFilterType,3
ScriptSystem::CScriptClass*,3
\PostMessage(glpGameSystem->hWndMain,\,3
3.0f;,3
\WM_CLOSE,\,3
\("\))+name+CString(_T("\)\r\n"\)));\,3
Exit,3
i<m_NumVertices[CurrentLOD];,3
\lynxMatrixXMatrix(&WPM,\,3
copy,3
WndProc(),3
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_CullMode,3
m_SizeArray,3
m_VisSizeArray,3
TV;,3
m_BaseVert;,3
Technique->GetPass(0).m_CullMode,3
(BoneIndex,3
\lynxOrthoProjectionMatrixYDown(&PM,\,3
model,3
CSCDesc.m_bUseBufferObject,3
\LYNX_REAL(0),\,3
\NumIndices,\,3
\LYNX_READ_FILE(TextureName,\,3
glpGameSystem->Pause(FALSE);,3
\&GraphicsSystem::gSpriteVertexLayout,\,3
\_T("\scn/sprite3d_shadowmap.pso"\));\,3
Point,3
\LYNX_REAL_ROUND_INT(LYNX_REAL_MUL(fR,\,3
lpI[i*6+2],3
(m_lpEngine),3
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_DepthBufferMode,3
(DWORD)(m_lpMeshArray[i]->m_BaseVertex[CurrentLOD],3
\m_FogConstant,\,3
lpV[j].Binormal.s.x,3
update,3
terminate,3
\CONTAINER_CAST(CGeometryContainer*,\,3
Check)),3
bbo;,3
\lynxBinarySearch(&time,\,3
m_lpCurrentMaterial->GetlpMaterialSystem()->GetlpCurrentLight()->GetShadowMap().GetCurrent());,3
TexelGrad[0],3
Return,3
lpBaseClass,3
\m_lpSceneSystem->GetlpEngine()->GetlpPhysicsSystem()->GetlpPhysicsWorld(0)->vSetGravity(0,\,3
Unload,3
LYNX_FILE_STR)),3
\lpanikey->NumKeys,\,3
i<Num;,3
sizeof(LYNXREAL)*m_Keys[0].m_Values.size());,3
used,3
lpV[j].Binormal.s.y,3
0L);,3
time),3
lpSubSystem,3
m<lpModel->GetNumMeshs();,3
\LYNX_VST_TANGENT,\,3
\0.1f,\,3
calculate,3
CTexture*,3
lpf),3
NumValues,3
InitWindow(),3
\space,\,3
\lynxDrawArray(LYNX_PRIMITIVE_TRIANGLE_STRIP,\,3
weight,3
lpGeo->m_VertexList[0][lpGeo->m_TriangleList[0][0].s.v1].Pos);,3
&PM);,3
i<m_NumTriangles;,3
\lynxCreateIndexArray(&m_IndexArray,\,3
(lpf),3
\480,\,3
lynxSetFogData(lpfog1);,3
lpElem->Attribute(m_XMLTag.LocationAttr);,3
Since,3
\Count,\,3
j<m_lpMeshArray[i]->m_NumVertices[CurrentLOD];,3
(!TableObj.IsNil()),3
m_lpCurrentMaterial->m_Diffuse.s.Red/255.0f;,3
LOWORD(lParam);,3
Call,3
\<Offscreen>,\,3
WPM;,3
100.0f);,3
Add,3
transform,3
-1.0f/(lpfog2->End,3
append,3
m_FogConstant[0],3
LYNX_PRIMITIVE_TRIANGLE_LIST;,3
coordinates,3
&lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::SHADOWMAP);,3
event,3
\LYNX_THROW(CException("\Fail\,3
m_lpCurrentMaterial->m_Diffuse.s.Blue/255.0f;,3
gMsg.wParam;,3
Simple,3
m_StaticObjArray[0]->GetlpContainer()->m_bCastShadow,3
lpp->Normal.s.z;,3
can,3
\"\gbMotionBlur"\,\,3
WinMain(),3
\lpPhxObj->vSetMass(LynxEngine::PhysicsSystem::CPhysicsObj::SPHERE,\,3
\TIMER_ONE_TICK,\,3
m_bUseBufferObject,3
lpV[j].Binormal.s.z,3
dynamic,3
TM,3
method,3
lpI[i*6+1],3
\"\gFogPlane"\,\,3
resource,3
*)m_lpEngine)->GetlpMaterialSystem()->vCreateMaterial(MaterialSystem::CMaterial::STANDARD);,3
(LynxEngine::CGameObj::*)(int)>,3
resources,3
glpGameSystem->Release();,3
\CString(Buffer),\,3
CDesc.m_Type,3
m_FogConstant[3],3
approximate,3
LYNXRENDERVERTEX,3
Technique->GetPass(0).vLoadShaders(,3
m_AlignOffset.s.x;,3
freshly,3
has,3
subsystems,3
\*)LightData,\,3
lpElem->Attribute(m_XMLTag.TypeAttr);,3
registers,3
bar..,3
\_T("\../texture/FX/particle.tga"\);\,3
1.0f/(lynxGetTextureWidth(m_lpCurrentMaterial->GetlpMaterialSystem()->GetlpCurrentLight()->GetShadowMap().GetCurrent()));,3
test,3
5,3
avoid,3
trivial,3
lynxGetBuiltinVertexLayout(LYNX_MESH_VERTEX));,3
\lpR->GetCachedPixelShader()->vSetConstantB("\gbMotionBlur"\,\,3
\_T("\builtin/scn/model_m_shadowmap.vso"\),\,3
render,3
Location.c_str());,3
\m_Keys[0].m_Values.getData(),\,3
m_lpScene->GetlpStaticObj(i)->GetlpContainer()->GetContainerType(),3
**This,3
-1.0f/(lpfog1->End,3
m_lpMeshArray[i],3
\lpTMat->LoadShaders(0,\,3
(m_lpScene->GetlpStaticObj(i)->GetlpContainer()->m_bCastShadow,3
2.0f;,3
m_ParamArray,3
pointer,3
or,3
(lpElem;,3
other,3
messages,3
\TM,\,3
\"\gFogConstant"\,\,3
rotations,2
35};,2
\&BACK"\));\,2
\LYNX_READ_FILE(Check,\,2
\lynxNormalise((LPLYNXVECTOR3D)&lpTVertexList[i].nx,\,2
move,2
lpModel->GetlpMesh(m)->m_bMotionBlur,2
j<m_lpBoneArray[i]->m_lpChildrenArray.size();,2
loaded,2
m_SubContainerArray.resize(m_lpMeshArray.size());,2
\failed,\,2
NULL;//m_lpEngine->GetlpMaterialSystem()->FindMaterial(name);,2
Find,2
ET;,2
*0.04f);,2
\GraphicsSystem::CD3D9Renderer::TranslateCombineArg(m_CombineArg[0]),\,2
lpTMat->SetName(MaterialName);,2
lighting,2
m_lpGraphicsSystem->DisableRenderBuffer(1);,2
Token);,2
lpV[i*4+0].TexCoord.u,2
(m_Noise.s.y,2
M.s.m33,2
limited,2
M.s.m11,2
PivotM,2
some,2
Location,2
(LPLYNXVECTOR3D)&lpdo->M.s.m21;,2
\//ScriptSystem::CScriptFunc<LynxEngine::CGameObj,\,2
OpenGL,2
SystemData3D.DepthBuffer.bpp);,2
\sizeof(LYNXPLANE),\,2
diamonds,2
wxMenuBar,2
/|\,2
y2,2
updates,2
\m_lpShader->vSetConstantF("\gIlluminatingIntensity"\,\,2
\released!!!\n"\)));\,2
(LYNXPRIMITIVETYPE)LYNX_PRIMITIVE_TRIANGLE_LIST;,2
\LYNX_RV_SET_XYZ(V[4],\,2
lpV[2].Pos.s.x,2
lpV[i*4+3].Color.PackedColor,2
cross,2
j<NumTextures;,2
CLight::SPOT:,2
\LYNX_VECTOR3D_MULTIPLY(dn,\,2
m_lpMeshArray[i]->m_lpChildrenArray[j],2
Taken,2
Craete,2
m_DynamicObjArray[1]->GetlpContainer()->m_bTranslucent,2
calculated,2
triangle's,2
Globals,2
DOF,2
\main(nCmdShow,\,2
\_T("\builtin/scn/model_m_zpass.vso"\),\,2
\HeightMap(y0,\,2
--------------------------------------------------------------------,2
m_lpCurrentMaterial->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)m_CurrentMaterialTechnique);,2
m_lpMeshArray[i];,2
\strtok(MName,\,2
Projection,2
\m_LightArray[0]->SetParent(m_DynamicObjArray[1],\,2
lynxAlignObject3DToDir(LPLYNXOBJ3D,2
CLight::POINT:,2
lpV[i*4+2].TexCoord.v,2
lpv->s.x;,2
References,2
cjcookson@hotmail.com),2
element,2
utilize,2
parent,2
\sizeof(LYNXBOUNDARYBOX),\,2
\(ScriptSystem::CScriptFunc<LynxEngine::CGameObj,\,2
improve,2
lpV[3].Pos.s.y,2
\running,\,2
\lpR->GetCachedVertexShader()->vSetConstantF("\gCameraPos"\,\,2
OO,2
important,2
MaterialSystem::CMaterial::SIMPLE:,2
one),2
LightView,2
Misc,2
(red),2
Far,2
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).vSetNumTextureAnimation(1);,2
(Top,2
150.0f;,2
\lynxMatrixXMatrix(&MM,\,2
m_lpMeshArray[i]->m_lpParent,2
(LPLYNXRENDERVERTEX)m_VertexArray.lpBuffer;,2
\m_lpEngine->GetlpGraphicsSystem()->GetlpRenderer()->LoadTexture(Pass.m_TextureAnimationArray[MaterialSystem::CMaterialSystem::AMBIENTMAP]->GetTexture(0),\,2
\LynxEngine::Shader::CDiffuseMapPS"\));\,2
TOffset,2
(WORD*)m_IndexArray.lpBuffer;,2
Triangles,2
Containers,2
DRAW_USE_WIREFRAME:,2
m_TextureAnimationArray[2]->vCreateAnimation();,2
RIGHT,2
*)>*,2
\LYNX_READ_FILE(&NumBones,\,2
m_lpSV[i*4+1].TexCoord.u,2
\LYNX_RV_SET_XYZ(V[0],\,2
\m_TextureAnimationArray[2]->LoadTexture(0,\,2
w;,2
m_Scale,2
HIE_MODEL;,2
m_lpMaterials[i],2
GraphicsSystem::CRenderer::CULL_CCW:,2
\LYNX_BYTE_ORDER_READ_FILE(&fR,\,2
\m_ClusterSize*4,\,2
(m_VisKey.lpKeys),2
m_lpMeshArray[i]->m_MaterialIndex,2
\m_lpMaterials[i]->SetTechnique(MaterialSystem::CMaterial::SIMPLE,\,2
\lpn,\,2
Parts,2
\Technique->GetPass(0).vLoadShaders(_T("\scn/sprite3dcluster_shadowmap.vso"\),\,2
depth,2
More,2
m_TextureAnimationArray[3]->vCreateAnimation();,2
++Group),2
lpV[i*4+2].Pos.s.z,2
\"\Create\,2
Bible,2
\x1,\,2
(m_bUseCachedState),2
\ChildIndex,\,2
m_lpMeshArray[i]->m_Primitives[LOD][j].lpIndex[k],2
\element!"\));\,2
(C.J.Cookson@dcs.warwick.ac.uk,2
Yahoo!,2
static_cast<CContainer*>(m_lpBoneArray[BoneIndex]);,2
(*lpTMat),2
m_DynamicObjArray[i]->GetlpPhyObj();,2
LPCLYNXOBJ3D,2
\m_lpMaterials[i]->SetTechnique(MaterialSystem::CMaterial::POINT_LIGHTING,\,2
\lynxLoadModelMS(lpsm,\,2
(*Con)->SetCurrentMaterialTechnique(MaterialSystem::CMaterial::AMBIENT_LIGHTING);,2
no-fan,2
lpV[i*4+2].Offset.s.y,2
cam);,2
Keep,2
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_TextureAnimationArray[0]->CombineArg[1],2
(const,2
\LYNX_LOCK_TO_WRITE,\,2
lpV[1].Pos.s.y,2
lpV[i*4+2].Pos.s.y,2
\GraphicsSystem::CD3D9Renderer::TranslateCombineFunc(m_CombineFunc),\,2
\diamond,\,2
Dividing,2
recompute,2
(Group,2
LYNXUVPOINT,2
m_lpBoneArray[BoneIndex]);,2
\&GraphicsSystem::gSprite3DVertexLayout,\,2
lpV[0].Pos.s.y,2
\lpR->SetTexture(0,\,2
product,2
(lpv->s.z,2
pointers),2
3D,2
m_Triangles[CurrentLOD].resize(Num);,2
rights,2
CreatePhysicsSystem();,2
LYNXVECTOR3D[m_NumVertices[0]];,2
\lynxAnsiStr(MName,\,2
\"\gLight.Dir"\,\,2
(m_Noise.s.z,2
wxUSE_STATUSBAR,2
\lynxMemCpy(&m_GlobalM,\,2
m_Materials[m_lpMeshArray[i]->m_MaterialIndex].GetName());,2
(Shift+1)*0.25f;,2
(LYNXPRIMITIVETYPE)LYNX_PRIMITIVE_TRIANGLE_FAN;,2
single,2
structures,2
\_("\E&xit"\));\,2
lpV[1].Pos.s.z,2
lpc->m_IlluminatingIntensity);,2
(LPLYNXQUATERNION)lpValues);,2
y2);,2
-2.0f;,2
WORD*,2
static_cast<CContainer*>(m_lpMeshArray[BoneIndex]);,2
cached,2
M;,2
used),2
\5.f,\,2
lpV[3].Pos.s.x,2
m_lpEngine->DestroyResource(ptr);,2
(LYNXTEXTUREADDRESSMODE)m_AddressModeW);,2
TypeName,2
context,2
\lynxGetAnimKeyValues(&m_VisKey,\,2
lpValues[4];,2
New,2
divide,2
\//lynxSetTextureFilterMode(channel,\,2
\6,\,2
\LYNX_RV_SET_XYZ(V[3],\,2
Math::CMatrix4,2
j<m_lpMeshArray[i]->m_lpChildrenArray.size();,2
lpdo->lpRightDir,2
m_lpWeightList[CurrentLOD][i].lpOffset,2
\LYNX_READ_FILE(&PrimitiveType,\,2
m_NumVertices,2
(www.LongbowDigitalArts.com),2
\Len*4,\,2
21.0f);,2
GraphicsSystem::CShadowMap::VSM_1X1;,2
after,2
\Now!"\);\,2
\&MM,\,2
TOffset;,2
\_T("\_POINT_LIGHTING"\));\,2
lpV[2].TexCoord.u,2
GlobalM;,2
(SystemData.Drivers.CurrentDriver,2
m_lpChildrenArray[0],2
\lpR->GetCachedVertexShader()->vSetConstantM("\gWorld"\,\,2
\m_TextureAnimationArray[1]->SetShaderConstantName("\TerrainLayer1"\);\,2
m_lpMaterials[i]->vCreateTechnique(MaterialSystem::CMaterial::NUM_TECHTYPE);,2
\sizeof(LYNXRENDERVERTEX),\,2
SystemData.Drivers.DriverInfo[SystemData.Drivers.CurrentDriver].Name);,2
\include,\,2
\m_MinFilter,\,2
&m_lpMaterials[i]->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::SIMPLE);,2
next,2
\m_lpShader->vSetConstantB("\gbSelfIlluminated"\,\,2
m_TextureAnimationArray[0]->vCreateAnimation();,2
There,2
lpV[1].TexCoord.u,2
Geometry,2
exceptable,2
lpc->m_bSelfIlluminated);,2
\zero,\,2
decide,2
m_BaseVert,2
(P->Position.x,2
\lynxMemCpy(lpdo,\,2
\FW_MEDIUM,\,2
lpRef,2
m_lpSV[i*4+3].x,2
\CContainer::PEMITTER,\,2
final,2
(neighbor,2
simplistic,2
lpV[2].Pos.s.y,2
\m_lpMaterials[i].lpPass[0].TextureFrame[0].lplpTexList[0],\,2
lpTVertexList[i].x,2
(cam->m_bMotionBlur),2
\ContainerType,\,2
SetDrawModeContext();,2
m_ScreenSpaceAABB.Min().s.y,2
-------------------------------------------,2
23};,2
\&m_lpD3DDevice,\,2
lpV[i*4+0].Pos.s.w,2
#define,2
\LYNX_VST_BINORMAL,\,2
m_TCenter.s.y);,2
(m_lpEngine->GetlpGraphicsSystem()->m_bOverwriteMaterialColor),2
SetMenuBar(menuBar);,2
lpV[i*4+3].TexCoord.v,2
\"\Plane01"\))\,2
lpcp->bpp);,2
force-split,2
&m_lpMaterials[i]->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::SHADOWMAP);,2
\LYNX_READ_FILE(&fR,\,2
(m_Noise.s.x,2
((CEngine*)m_lpEngine)->GetlpMaterialSystem()),2
m_AddressModeU,2
pre-compiled,2
lpV[i*4+1].Offset.s.x,2
&cam->GetMirrorMatrix());,2
m_FrameArray.resize(num);,2
borrowed,2
(m_ResourceType,2
(m_Str),2
\WVPM,\,2
\LYNX_GraphicsSystem::CRenderer::LOCK_TO_WRITE,\,2
ZScale;,2
\Technique->GetPass(0).vLoadShaders(_T("\scn/sprite3d_zpass.vso"\),\,2
m_g2),2
\"\gLight.FadeOutRad"\,\,2
see,2
\m_TextureAnimationArray[2]->SetTextureName(0,\,2
(!lpElem),2
m_BaseTriangle,2
lpGeo->m_bRefract,2
\MName[128],\,2
m_DynamicObjArray[i]->CreatePhysics(m_lpSceneSystem->GetlpEngine()->GetlpPhysicsSystem()->GetlpPhysicsWorld(0));,2
\"\."\);\,2
We,2
m_lpBoneArray[i]->m_lpChildrenArray[j],2
m_lpSV[i*4+0].TexCoord.v,2
(P->Position.z,2
Rad;,2
GL,2
\m_TextureAnimationArray[0]->SetTextureName(0,\,2
\m_DynamicObjArray[1]->SetlpChild(0,\,2
information,2
clipping,2
-555.f,2
DRAW_USE_LIGHTING:,2
m_ScreenSpaceAABB.Max().s.x,2
leaf,2
lpValues[1];,2
lpso->lpChildrenData[i].ChildIndex;,2
clockwise),2
4.0f,2
Assume,2
\yet,\,2
moves,2
lpv[m_BaseVert+k].nz;,2
m_lpSV[i*4+3].TexCoord.v,2
hypotenuse,2
purposes,2
\m_lpGraphicsSystem->GetlpRenderer()->SetTexturePath("\"\);\,2
*lpFile;,2
m_DynamicObjArray[i]->GetlpContainer()->m_bReceiveShadow,2
*Token;,2
\lpaxis,\,2
public,2
&lpso->TranslateKey);,2
stored,2
mode,2
LYNXVECTOR4D[m_ClusterSize];,2
These,2
And,2
\Technique->GetPass(0).vLoadShaders(_T("\scn/geometry.vso"\),\,2
CGeometry::vSetup(LPLYNXVERTEX3D,2
recompiled,2
k<m_lpMeshArray[i]->m_Primitives[LOD][j].NumIndex;,2
LYNX_CPU_FEATURE_SSE,2
(m_Attribute&UPDATE_NORMAL),2
\m_lpMaterials[i]->SetTechnique(MaterialSystem::CMaterial::SPOT_LIGHTING,\,2
m_AddressModeV,2
cant,2
lpTVertexList[i].y,2
macros,2
\LynxEngine::CString(m_lpTerrain->GetlpEngine()->GetlpGraphicsSystem()->GetlpRenderer()->GetTexturePath())+_T("\terrain/layer1.tga"\));\,2
\m_TextureAnimationArray[1]->SetTextureName(0,\,2
Use,2
ScriptDLL[],2
Note,2
while(Token),2
glEnable(GL_TEXTURE_2D);,2
m_CombineFunc,2
m_MinFilter,2
&lpso->ScaleKey);,2
TexelGrad[2];,2
(*Param);,2
\LYNX_MAKE_MATRIX(m_R,\,2
str);,2
500.0f;,2
(C,2
LYNXINLINE,2
LEFT,2
(LynxEngine::CGameObj::*)(void))&LynxEngine::CGameObj::_GetName);,2
does,2
Gamasutra,2
\lynxGetAnimKeyValues(&m_RotateKey,\,2
p3,2
Key;,2
m_lpWeightList[CurrentLOD][i].lpWeight,2
lpValues[2];,2
Extremely,2
lpTVertexList;,2
\m_TextureAnimationArray[2]->SetShaderConstantName("\TerrainLayer2"\);\,2
cache,2
\GraphicsSystem::CRenderer::STATIC,\,2
lpV[i*4+3].Pos.s.w,2
command,2
ContainerType;,2
lpCO->m_lpLast,2
exit,2
vCreateMeshContainer();,2
&m_Keys[Key];,2
CSprite3DClusterCreationDesc,2
lpV[i*4+1].Color.PackedColor,2
